flow_key,scenario,prob,condition,model,model_id,raw_output,json_status,valid_json,verdict,confidence,explanation,mitigation,knowledge_sources,retrieve_seconds,text_for_eval,gen_seconds,prompt_tokens,gen_tokens,truncated,tokens_per_second
363bac860de089bc,ddos_wisenet-camera_80,0.9987560510635376,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9988 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.""}",clean,True,Attack (Slowloris),0.9988 (alert threshold 0.24),"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008416541997576132,"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",2.360332832991844,1941,144,False,61.00834508897313
79fee9f805fddef3,ddos_wisenet-camera_80,0.998715877532959,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9987 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.""}",clean,True,Attack (Slowloris),0.9987 (alert threshold 0.24),"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008315166007378139,"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",2.3672303750063293,1942,144,False,60.830581391815315
7d8512373bb2b9db,ddos_wisenet-camera_80,0.9986949563026428,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9987 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.""}",clean,True,Attack (Slowloris),0.9987 (alert threshold 0.24),"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008325124988914467,"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",2.367980750001152,1942,144,False,60.811305159440145
16c6c7918409991c,dos_wisenet-camera_80,0.9991565942764282,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9992 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 7% to the decision. These factors collectively argue against the attack label, suggesting a potential attack.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 7% to the decision. These factors collectively argue against the attack label, suggesting a potential attack.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008466375002171844,"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 7% to the decision. These factors collectively argue against the attack label, suggesting a potential attack.",2.1538085420033894,1942,128,False,59.42960922651897
b525457ec66a13b9,dos_wisenet-camera_554,0.999159812927246,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9992 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.27 bytes, contributing 6% of the decision. Server min inter-arrival is 0.0s, which is lower than the normal 0.0s and lowers suspicion. The remaining 10 features are all combined, indicating a strong correlation between these factors. The combined effect of these factors suggests a potential Slowloris attack, especially considering the high likelihood of a single machine taking down a server without using a lot of bandwidth.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.27 bytes, contributing 6% of the decision. Server min inter-arrival is 0.0s, which is lower than the normal 0.0s and lowers suspicion. The remaining 10 features are all combined, indicating a strong correlation between these factors. The combined effect of these factors suggests a potential Slowloris attack, especially considering the high likelihood of a single machine taking down a server without using a lot of bandwidth.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.65); slowloris_imperva_article.pdf p3 (0.61),0.008615958999143913,"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.27 bytes, contributing 6% of the decision. Server min inter-arrival is 0.0s, which is lower than the normal 0.0s and lowers suspicion. The remaining 10 features are all combined, indicating a strong correlation between these factors. The combined effect of these factors suggests a potential Slowloris attack, especially considering the high likelihood of a single machine taking down a server without using a lot of bandwidth.",2.6356309999973746,1939,163,False,61.84477265602141
eecc266306549a70,ddos_wisenet-camera_80,0.9986842274665833,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9987 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.""}",clean,True,Attack (Slowloris),0.9987 (alert threshold 0.24),"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008271917002275586,"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server mean packet size is 74 bytes, which is slightly higher than the normal 54.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than usual.",2.4010849589976715,1942,144,False,59.97288828135117
69653aa35a48deac,dos_wisenet-camera_554,0.999157190322876,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9992 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 6% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as they indicate the presence of a low and slow attack technique.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 6% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as they indicate the presence of a low and slow attack technique.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.65); slowloris_imperva_article.pdf p3 (0.61),0.008281541988253593,"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 4.00 bytes, contributing 6% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as they indicate the presence of a low and slow attack technique.",2.385426542008645,1943,143,False,59.94735007835834
6bd41264607a90ba,ddos_wisenet-camera_80,0.998854398727417,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9989 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 0 bytes, which is lower than the normal 0.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than normal, preventing the server from releasing them quickly enough.""}",clean,True,Attack (Slowloris),0.9989 (alert threshold 0.24),"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 0 bytes, which is lower than the normal 0.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than normal, preventing the server from releasing them quickly enough.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008196791997761466,"The flow's client max packet size is 255 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 1 second, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 0 bytes, which is lower than the normal 0.25 and lowers suspicion. Together, these statistics suggest a Low and Slow attack, where the attacker uses partial HTTP requests to hold connections open for longer periods than normal, preventing the server from releasing them quickly enough.",2.5332453749870183,1940,153,False,60.396833844326686
c059293f4df6b774,dos_wisenet-camera_554,0.9991573095321656,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9992 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 5.66 bytes, contributing 8% of the decision. These factors collectively argue against the attack label. However, there is a 16% chance that the same source appears in other recent alerts, suggesting further investigation.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 5.66 bytes, contributing 8% of the decision. These factors collectively argue against the attack label. However, there is a 16% chance that the same source appears in other recent alerts, suggesting further investigation.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.65); slowloris_imperva_article.pdf p3 (0.61),0.008263958006864414,"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a min inter-arrival of 0.0s, which is lower than the normal 0.0s and lowers suspicion. Server stats show a stddev packet size of 5.66 bytes, contributing 8% of the decision. These factors collectively argue against the attack label. However, there is a 16% chance that the same source appears in other recent alerts, suggesting further investigation.",2.4310020830016583,1943,147,False,60.468891009131944
2cf40cca8358bfd9,dos_wisenet-camera_554,0.9991588592529296,rag,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""0.9992 (alert threshold 0.24)"",""explanation"":""The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.58 bytes, contributing 90% of the decision. Server bytes is 338 bytes, which is lower than the normal 866 and lowers suspicion. The remaining 5% of the decision comes from server min inter-arrival, which is 1.0s, indicating 3% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as the attacker is exploiting a low-bandwidth attack technique.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.58 bytes, contributing 90% of the decision. Server bytes is 338 bytes, which is lower than the normal 866 and lowers suspicion. The remaining 5% of the decision comes from server min inter-arrival, which is 1.0s, indicating 3% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as the attacker is exploiting a low-bandwidth attack technique.",,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.76); slowloris_imperva_article.pdf p3 (0.65); slowloris_imperva_article.pdf p3 (0.61),0.008277667002403177,"The flow's client max packet size is 234 bytes, which is significantly higher than the normal 106 and raises suspicion. Server stats show a stddev packet size of 3.58 bytes, contributing 90% of the decision. Server bytes is 338 bytes, which is lower than the normal 866 and lowers suspicion. The remaining 5% of the decision comes from server min inter-arrival, which is 1.0s, indicating 3% of the decision. These statistics suggest that the flow is likely part of a Slowloris attack, as the attacker is exploiting a low-bandwidth attack technique.",2.7441477090033004,1936,168,False,61.22119427055883
469f6439a49f3fd9,ddos_wisenet-camera_80,0.9991589784622192,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9992)"",""explanation"":""client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 4.62 bytes against a normal 0.25, and server min inter-arrival is 0.0s against a normal 0.0s, all contribute to this flow's suspicion. The combination of these factors makes it a strong indication of a Slowloris attack."",""mitigation"":[""Update web server software to the latest version"", ""Limit connection time to prevent Slowloris from holding connections indefinitely""]}",clean,True,Attack (Slowloris),very high (0.9992),"client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 4.62 bytes against a normal 0.25, and server min inter-arrival is 0.0s against a normal 0.0s, all contribute to this flow's suspicion. The combination of these factors makes it a strong indication of a Slowloris attack.",Update web server software to the latest version; Limit connection time to prevent Slowloris from holding connections indefinitely,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.77); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.011660707998089492,"client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 4.62 bytes against a normal 0.25, and server min inter-arrival is 0.0s against a normal 0.0s, all contribute to this flow's suspicion. The combination of these factors makes it a strong indication of a Slowloris attack.",3.226991875009844,1899,137,False,42.45439880432983
5c318988490d1158,dos_wisenet-camera_554,0.9991607666015624,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9992)"",""explanation"":""client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 3.02 bytes against a normal 0.25, and server mean packet size is 67.14 bytes against a normal 54.25, all contribute to the decision. server min inter-arrival is 1.0s against a normal 0.0s and adds 2% of the decision, but the overall effect is neutral. The combination of these factors makes it difficult to determine whether this flow is an attack or not."",""mitigation"":[""Update web server software to the latest version"", ""Implement a connection time limit on incoming requests""]",repaired,True,Attack (Slowloris),very high (0.9992),"client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 3.02 bytes against a normal 0.25, and server mean packet size is 67.14 bytes against a normal 54.25, all contribute to the decision. server min inter-arrival is 1.0s against a normal 0.0s and adds 2% of the decision, but the overall effect is neutral. The combination of these factors makes it difficult to determine whether this flow is an attack or not.",Update web server software to the latest version; Implement a connection time limit on incoming requests,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.75); slowloris_imperva_article.pdf p3 (0.65); slowloris_imperva_article.pdf p3 (0.61),0.00775137500022538,"client max packet size is 234 bytes against a normal 106 and carries 85% of the decision, server stddev packet size is 3.02 bytes against a normal 0.25, and server mean packet size is 67.14 bytes against a normal 54.25, all contribute to the decision. server min inter-arrival is 1.0s against a normal 0.0s and adds 2% of the decision, but the overall effect is neutral. The combination of these factors makes it difficult to determine whether this flow is an attack or not.",3.715217083998141,1897,165,False,44.41194047870678
1777cce92165326e,dos_wisenet-camera_80,0.9991594552993774,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9992)"",""explanation"":""client max packet size is 234 bytes against a normal 106 and carries 88% of the decision, server stddev packet size is 3.58 bytes against a normal 0.25, and server bytes is 338 against a normal 866, all contribute to the decision. The presence of these factors, combined with the fact that the flow is RAISES suspicion, makes it a convincing attack pattern."",""mitigation"":[""Implement a rate limiting strategy to limit connection time"",""Monitor and manage the connection pool to identify abnormal behavior"",""Update web server software to include built-in protection against Slowloris attacks"",""Use a web application firewall to block suspicious traffic""]",repaired,True,Attack (Slowloris),very high (0.9992),"client max packet size is 234 bytes against a normal 106 and carries 88% of the decision, server stddev packet size is 3.58 bytes against a normal 0.25, and server bytes is 338 against a normal 866, all contribute to the decision. The presence of these factors, combined with the fact that the flow is RAISES suspicion, makes it a convincing attack pattern.",Implement a rate limiting strategy to limit connection time; Monitor and manage the connection pool to identify abnormal behavior; Update web server software to include built-in protection against Slowloris attacks; Use a web application firewall to block suspicious traffic,cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.76); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.007542958002886735,"client max packet size is 234 bytes against a normal 106 and carries 88% of the decision, server stddev packet size is 3.58 bytes against a normal 0.25, and server bytes is 338 against a normal 866, all contribute to the decision. The presence of these factors, combined with the fact that the flow is RAISES suspicion, makes it a convincing attack pattern.",3.576261458991212,1891,157,False,43.900593343163
4daa82a99ec18615,ddos_wisenet-camera_80,0.998537540435791,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9985)"",""explanation"":""client max packet size is 74 bytes against a normal 106 and carries 38% of the decision, server min inter-arrival is 0.0s against a normal 0.0s and adds 21% of the decision, total min packet size is 74 bytes against a normal 54 and carries 15% of the decision, and server bytes is 296 against a normal 866 and contributes 9% of the decision. The combination of these factors suggests a Slowloris attack. The presence of multiple suspicious features, particularly the low packet size and min inter-arrival time, combined with the low total min packet size, indicates that the flow is likely an attack. The fact that the server min inter-arrival time is the same as normal traffic adds to the suspicion. Given the low confidence level, it is recommended to investigate further to confirm the attack."",""mitigation"":[""Monitor the flow for suspicious behavior"",""Escalate to the device owner if the pattern persists"",""Implement a multi-faceted defense strategy to limit connection time and prevent Slowloris attacks""]",repaired,True,Attack (Slowloris),very high (0.9985),"client max packet size is 74 bytes against a normal 106 and carries 38% of the decision, server min inter-arrival is 0.0s against a normal 0.0s and adds 21% of the decision, total min packet size is 74 bytes against a normal 54 and carries 15% of the decision, and server bytes is 296 against a normal 866 and contributes 9% of the decision. The combination of these factors suggests a Slowloris attack. The presence of multiple suspicious features, particularly the low packet size and min inter-arrival time, combined with the low total min packet size, indicates that the flow is likely an attack. The fact that the server min inter-arrival time is the same as normal traffic adds to the suspicion. Given the low confidence level, it is recommended to investigate further to confirm the attack.",Monitor the flow for suspicious behavior; Escalate to the device owner if the pattern persists; Implement a multi-faceted defense strategy to limit connection time and prevent Slowloris attacks,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008012209000298753,"client max packet size is 74 bytes against a normal 106 and carries 38% of the decision, server min inter-arrival is 0.0s against a normal 0.0s and adds 21% of the decision, total min packet size is 74 bytes against a normal 54 and carries 15% of the decision, and server bytes is 296 against a normal 866 and contributes 9% of the decision. The combination of these factors suggests a Slowloris attack. The presence of multiple suspicious features, particularly the low packet size and min inter-arrival time, combined with the low total min packet size, indicates that the flow is likely an attack. The fact that the server min inter-arrival time is the same as normal traffic adds to the suspicion. Given the low confidence level, it is recommended to investigate further to confirm the attack.",5.142240333996597,1897,244,False,47.450135379098654
a35c7fb55c6742ba,ddos_wisenet-camera_80,0.9986259937286376,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9986)"",""explanation"":""The flow is characterised by a single client max packet size of 255 bytes, which is 42% of a normal 106, and carries 42% of the decision. The server bytes are 296 against a normal 866, contributing 10% of the decision. The server min inter-arrival is 1.0s, which is 9% of a normal 0.0s, and raises suspicion 9% of the decision. The combination of these factors makes it difficult to determine whether the flow is malicious or benign."",""mitigation"":[""Update web server software to the latest version, especially version 2.2.15 or higher, to help mitigate Slowloris attacks."",""Limit connection time to prevent Slowloris from holding connections indefinitely."",""Monitor and manage the connection pool to identify abnormal behavior."",""Escalate to the device owner if the pattern persists.",repaired,True,Attack (Slowloris),very high (0.9986),"The flow is characterised by a single client max packet size of 255 bytes, which is 42% of a normal 106, and carries 42% of the decision. The server bytes are 296 against a normal 866, contributing 10% of the decision. The server min inter-arrival is 1.0s, which is 9% of a normal 0.0s, and raises suspicion 9% of the decision. The combination of these factors makes it difficult to determine whether the flow is malicious or benign.","Update web server software to the latest version, especially version 2.2.15 or higher, to help mitigate Slowloris attacks.; Limit connection time to prevent Slowloris from holding connections indefinitely.; Monitor and manage the connection pool to identify abnormal behavior.; Escalate to the device owner if the pattern persists.",cloudflare_slowloris_full_article.pdf p1 (0.81); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008318124993820675,"The flow is characterised by a single client max packet size of 255 bytes, which is 42% of a normal 106, and carries 42% of the decision. The server bytes are 296 against a normal 866, contributing 10% of the decision. The server min inter-arrival is 1.0s, which is 9% of a normal 0.0s, and raises suspicion 9% of the decision. The combination of these factors makes it difficult to determine whether the flow is malicious or benign.",4.421190082997782,1894,203,False,45.915239152612074
0ea7bad5dbb85bb1,ddos_wisenet-camera_80,0.9986777901649476,rag,llama1b,meta-llama/Llama-3.2-1B-Instruct,"{""verdict"":""Attack (Slowloris)"",""confidence"":""very high (0.9987)"",""explanation"":""client max packet size is 255 bytes against a normal 106 and carries 47% of the decision, server min inter-arrival is 1.0s against a normal 0.0s and adds 10% of the decision, server mean packet size is 74 bytes against a normal 54.25, contributes 7% of the decision, and the combination of these factors raises suspicion."",""mitigation"":[""Update web server software to the latest version"", ""Limit connection time to prevent Slowloris attacks""]}",clean,True,Attack (Slowloris),very high (0.9987),"client max packet size is 255 bytes against a normal 106 and carries 47% of the decision, server min inter-arrival is 1.0s against a normal 0.0s and adds 10% of the decision, server mean packet size is 74 bytes against a normal 54.25, contributes 7% of the decision, and the combination of these factors raises suspicion.",Update web server software to the latest version; Limit connection time to prevent Slowloris attacks,cloudflare_slowloris_full_article.pdf p1 (0.82); cloudflare_slowloris_full_article.pdf p1 (0.78); slowloris_imperva_article.pdf p3 (0.66); slowloris_imperva_article.pdf p3 (0.66),0.008244415992521681,"client max packet size is 255 bytes against a normal 106 and carries 47% of the decision, server min inter-arrival is 1.0s against a normal 0.0s and adds 10% of the decision, server mean packet size is 74 bytes against a normal 54.25, contributes 7% of the decision, and the combination of these factors raises suspicion.",3.1159140420058975,1899,131,False,42.042238082943896
