flow_key,scenario,prob,evidence
363bac860de089bc,ddos_wisenet-camera_80,0.9987560510635376,"VERDICT: Attack (Slowloris)
Scenario: ddos_wisenet-camera_80
Confidence: 0.9988 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 255 bytes | normal: 106 | RAISES suspicion | 45% of the decision
2. server min inter-arrival = 1.0s | normal: 0.0s | RAISES suspicion | 9% of the decision
3. server mean packet size = 74 bytes | normal: 54.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 39% combined, none individually significant."
79fee9f805fddef3,ddos_wisenet-camera_80,0.998715877532959,"VERDICT: Attack (Slowloris)
Scenario: ddos_wisenet-camera_80
Confidence: 0.9987 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 255 bytes | normal: 106 | RAISES suspicion | 46% of the decision
2. server min inter-arrival = 1.0s | normal: 0.0s | RAISES suspicion | 10% of the decision
3. server mean packet size = 74 bytes | normal: 54.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 37% combined, none individually significant."
7d8512373bb2b9db,ddos_wisenet-camera_80,0.9986949563026428,"VERDICT: Attack (Slowloris)
Scenario: ddos_wisenet-camera_80
Confidence: 0.9987 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 255 bytes | normal: 106 | RAISES suspicion | 46% of the decision
2. server min inter-arrival = 1.0s | normal: 0.0s | RAISES suspicion | 10% of the decision
3. server mean packet size = 74 bytes | normal: 54.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 36% combined, none individually significant."
16c6c7918409991c,dos_wisenet-camera_80,0.9991565942764282,"VERDICT: Attack (Slowloris)
Scenario: dos_wisenet-camera_80
Confidence: 0.9992 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 234 bytes | normal: 106 | RAISES suspicion | 61% of the decision
2. server min inter-arrival = 0.0s | normal: 0.0s | RAISES suspicion | 15% of the decision
3. server stddev packet size = 4.00 bytes | normal: 0.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 17% combined, none individually significant."
b525457ec66a13b9,dos_wisenet-camera_554,0.999159812927246,"VERDICT: Attack (Slowloris)
Scenario: dos_wisenet-camera_554
Confidence: 0.9992 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 234 bytes | normal: 106 | RAISES suspicion | 85% of the decision
2. server stddev packet size = 3.27 bytes | normal: 0.25 | LOWERS suspicion | 6% of the decision
3. server min inter-arrival = 0.0s | normal: 0.0s | LOWERS suspicion | 2% of the decision
Remaining 10 features: 7% combined, none individually significant."
eecc266306549a70,ddos_wisenet-camera_80,0.9986842274665833,"VERDICT: Attack (Slowloris)
Scenario: ddos_wisenet-camera_80
Confidence: 0.9987 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 255 bytes | normal: 106 | RAISES suspicion | 47% of the decision
2. server min inter-arrival = 1.0s | normal: 0.0s | RAISES suspicion | 10% of the decision
3. server mean packet size = 74 bytes | normal: 54.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 36% combined, none individually significant."
69653aa35a48deac,dos_wisenet-camera_554,0.999157190322876,"VERDICT: Attack (Slowloris)
Scenario: dos_wisenet-camera_554
Confidence: 0.9992 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 234 bytes | normal: 106 | RAISES suspicion | 58% of the decision
2. server min inter-arrival = 0.0s | normal: 0.0s | RAISES suspicion | 15% of the decision
3. server stddev packet size = 4.00 bytes | normal: 0.25 | RAISES suspicion | 6% of the decision
Remaining 10 features: 20% combined, none individually significant."
6bd41264607a90ba,ddos_wisenet-camera_80,0.998854398727417,"VERDICT: Attack (Slowloris)
Scenario: ddos_wisenet-camera_80
Confidence: 0.9989 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 255 bytes | normal: 106 | RAISES suspicion | 47% of the decision
2. server min inter-arrival = 1.0s | normal: 0.0s | RAISES suspicion | 12% of the decision
3. server stddev packet size = 0 bytes | normal: 0.25 | RAISES suspicion | 7% of the decision
Remaining 10 features: 34% combined, none individually significant."
c059293f4df6b774,dos_wisenet-camera_554,0.9991573095321656,"VERDICT: Attack (Slowloris)
Scenario: dos_wisenet-camera_554
Confidence: 0.9992 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 234 bytes | normal: 106 | RAISES suspicion | 61% of the decision
2. server min inter-arrival = 0.0s | normal: 0.0s | RAISES suspicion | 15% of the decision
3. server stddev packet size = 5.66 bytes | normal: 0.25 | RAISES suspicion | 8% of the decision
Remaining 10 features: 16% combined, none individually significant."
2cf40cca8358bfd9,dos_wisenet-camera_554,0.9991588592529296,"VERDICT: Attack (Slowloris)
Scenario: dos_wisenet-camera_554
Confidence: 0.9992 (alert threshold 0.24)

EVIDENCE
1. client max packet size = 234 bytes | normal: 106 | RAISES suspicion | 90% of the decision
2. server stddev packet size = 3.58 bytes | normal: 0.25 | LOWERS suspicion | 3% of the decision
3. server bytes = 338 bytes | normal: 866 | RAISES suspicion | 2% of the decision
Remaining 10 features: 5% combined, none individually significant."
