bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,label,device,scenario,source,flow_key
45315,15,1239,45315,8,769,45315,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3236.7857142857147,6407.4784933589235,15089,0,6473.571428571428,8032.334111932489,15089,0,7552.5,8223.856656095119,15089,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,f8c5445e8172b9e1
45314,15,1238,45314,8,768,45314,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.714285714286,6407.334864507556,15088,0,6473.428571428571,8032.464957017509,15088,0,7552.333333333333,8223.673842429955,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,ffa22c2edc10d02b
45311,15,1236,45311,8,766,45311,7,470,66,82.4,42.37721759894781,234,66,95.75,56.10131141833622,234,66,67.14285714285714,3.0237157840738176,74,0,3236.4999999999995,6407.9816785246585,15087,0,6473.0,8033.785471370267,15088,0,7551.833333333334,8225.661393873848,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,a152962e0e340754
45309,15,1237,45309,8,767,45309,7,470,66,82.46666666666667,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.357142857143,6408.598702070198,15088,0,6472.714285714286,8034.361180045902,15088,0,7551.5,8226.75179521055,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,1eddda9a2fe59406
45319,15,1239,45319,8,769,45319,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3237.0714285714284,6406.974402516799,15088,0,6474.142857142857,8030.570059229324,15088,0,7553.166666666666,8222.409048853424,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,e1a660b68a0d6b9d
45307,15,1237,45306,8,767,45307,7,470,66,82.46666666666668,42.38238627857882,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.214285714286,6408.8489327536145,15086,0,6472.285714285714,8035.062159358937,15086,0,7551.166666666667,8227.834986596818,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,ee446966b7995580
61390,288,29424,61390,144,20784,61390,144,8640,60,102.1666666666666,67.32318434110039,256,60,144.33333333333334,74.26704791220938,256,60,60.0,0.0,60,0,213.90243902439025,431.17624642776974,1176,1,429.30069930069936,530.5895742163742,1177,0,429.3006993006994,530.6621300480309,1177,0,0,288,144,0,0,0,144,143,0,0,0,144,1,0,0,edge1,ddos_edge1_8000,attack_capture,27987c8e68d67ff9
45318,15,1239,45318,8,769,45318,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3237.0,6406.829373050652,15088,0,6474.0,8030.698578994649,15088,0,7553.0,8222.223616516398,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,2d82661bee28a91e
45306,15,1238,45306,8,768,45306,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.142857142857,6409.067421145702,15087,0,6472.285714285714,8035.372625964227,15087,0,7551.0,8228.015629542764,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,9d575419383553c9
40343,18,1589,40343,8,723,40266,10,866,66,88.27777777777777,20.544945150616243,109,66,90.375,20.184417610763862,105,66,86.60000000000001,21.75724655782017,109,0,2373.1176470588234,6608.12812832001,19975,0,5763.285714285714,9759.760272231517,20096,0,4474.0,8784.145547519121,19975,0,0,18,10,0,0,0,8,5,0,0,0,10,5,0,0,edge1,ddos_edge1_8000,attack_capture,a3d396d2bbe0487a
45317,15,1238,45317,8,768,45316,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.9285714285716,6407.044421983878,15089,0,6473.857142857143,8031.449483718603,15089,0,7552.666666666666,8222.951213929622,15089,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,76ac64542d2b0bfe
61206,128,8253,61206,64,4413,61205,64,3840,60,64.47656250000003,4.646503797412638,70,60,68.953125,1.675497438573591,70,60,60.0,0.0,60,0,481.9370078740159,502.45086229040646,1043,3,971.5238095238096,173.76605120965195,1044,0,971.5079365079366,177.47074934050335,1043,0,0,128,64,0,0,0,64,63,0,0,0,64,1,0,0,edge1,ddos_edge1_8000,attack_capture,b3bc62956aba097d
45302,15,1237,45302,8,767,45302,7,470,66,82.46666666666668,42.38238627857882,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3235.8571428571427,6409.755939877212,15086,0,6471.714285714286,8036.83094082665,15086,0,7550.333333333333,8229.82927323931,15086,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,5c60bc139da6d74e
45321,15,1236,45321,8,766,45321,7,470,66,82.39999999999999,42.39238476087758,234,66,95.75,56.12422446171147,234,66,67.14285714285714,3.0237157840738176,74,0,3237.2142857142853,6406.540590300263,15088,0,6474.428571428572,8029.688783033932,15088,0,7553.5,8221.320155546797,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,014bcfcc1807c6c5
45315,15,1237,45315,8,767,45315,7,470,66,82.46666666666668,42.38238627857882,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.7857142857147,6407.299193150687,15088,0,6473.571428571429,8032.024171136083,15088,0,7552.5,8223.493485131487,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,343bb49a45fd0cb4
45301,15,1238,45301,8,768,45301,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3235.785714285714,6409.972628989582,15086,0,6471.571428571429,8037.272502890162,15086,0,7550.166666666667,8230.372857086528,15086,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,5765d1f09640f74d
45318,15,1238,45318,8,768,45318,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3237.0,6407.011567866038,15088,0,6474.0,8030.701484511384,15088,0,7553.0,8222.589324537617,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,4a5c177960976e65
61216,128,8424,61216,64,4584,61216,64,3840,60,65.81250000000003,6.020633811822722,72,60,71.62500000000001,2.104417123236604,72,60,60.0,0.0,60,0,482.0157480314959,500.69786194508606,1044,10,971.6825396825398,162.48998236088133,1044,0,971.6825396825396,176.65601944555755,1044,0,0,128,64,0,0,0,64,63,0,0,0,64,1,0,0,edge1,ddos_edge1_8000,attack_capture,426c5fe85f2f3140
45315,15,1237,45315,8,767,45315,7,470,66,82.46666666666667,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.7857142857147,6407.4784933589235,15089,0,6473.571428571428,8032.334111932489,15089,0,7552.5,8223.856656095119,15089,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,4b63e2b8339618f6
50010,16,1038,50009,8,558,50010,8,480,60,64.875,6.5,73,60,69.75,6.017830648521586,73,60,60.0,0.0,60,0,3334.0,4556.713822168654,10007,74,7144.142857142857,4086.542117266195,10008,1,7144.285714285715,4107.501459293136,10008,0,0,16,8,0,0,0,8,7,0,0,0,8,1,0,0,edge1,ddos_edge1_8000,attack_capture,e344b7b7b87a4036
45301,15,1238,45301,8,768,45301,7,470,66,82.53333333333333,42.389127087474854,234,66,96.0,56.05099718751027,234,66,67.14285714285714,3.0237157840738176,74,0,3235.785714285714,6410.152058421696,15086,0,6471.571428571428,8037.270615848452,15086,0,7550.166666666667,8230.733513282194,15086,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,809c0db9524f7ad9
45316,15,1239,45316,8,769,45316,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3236.8571428571427,6406.723269733528,15088,0,6473.714285714286,8031.273907135067,15088,0,7552.666666666667,8222.587613803009,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,b60df9e572248eec
61349,252,19646,61349,126,12086,61349,126,7560,60,77.96031746031746,18.31438630463905,98,60,95.92063492063492,4.817639545840966,98,60,60.0,0.0,60,0,244.4183266932271,425.7282470106826,1033,2,490.7919999999998,493.7143175509889,1033,1,490.79199999999975,493.7390471794563,1033,0,0,252,126,0,0,0,126,125,0,0,0,126,1,0,0,edge1,ddos_edge1_8000,attack_capture,0cfaceaf22632ae6
45314,15,1236,45314,8,766,45314,7,470,66,82.39999999999999,42.394069666135415,234,66,95.75,56.126769778014896,234,66,67.14285714285714,3.0237157840738176,74,0,3236.714285714286,6407.513779553255,15088,0,6473.428571428571,8032.774237608135,15088,0,7552.333333333333,8224.036202903455,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,4f1e3b8a2daa1909
45315,15,1236,45315,8,766,45315,7,470,66,82.39999999999999,42.39238476087758,234,66,95.75,56.12422446171147,234,66,67.14285714285714,3.0237157840738176,74,0,3236.7857142857147,6407.120080018808,15088,0,6473.571428571428,8031.714591898438,15088,0,7552.5,8223.130687274768,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,b19b93b69aadd98b
45297,15,1238,45297,8,768,45297,7,470,66,82.53333333333335,42.389127087474854,234,66,96.0,56.05099718751028,234,66,67.14285714285714,3.0237157840738176,74,0,3235.5,6410.661741313331,15085,0,6471.0,8038.41970373116,15085,0,7549.5,8232.184807206408,15085,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,22388ae90d0fc3cc
45313,15,1237,45313,8,767,45313,7,470,66,82.46666666666668,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.6428571428573,6407.55105753712,15088,0,6473.285714285714,8032.905819487859,15088,0,7552.166666666667,8224.216592883888,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,95c0d7fb0ca67314
45322,15,1239,45322,8,769,45322,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3237.285714285714,6406.326469605247,15088,0,6474.571428571428,8029.248425955837,15088,0,7553.666666666667,8220.78131728771,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,9dd2d0d308934529
45313,15,1238,45313,8,768,45313,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.6428571428573,6407.730206640952,15088,0,6473.285714285714,8032.903474964407,15088,0,7552.166666666667,8224.576254535346,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,bb4038e988f34695
45297,15,1237,45296,8,767,45297,7,470,66,82.46666666666668,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3235.5,6410.659509454065,15085,0,6470.857142857143,8038.861910091739,15085,0,7549.5,8232.54924674004,15086,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,5d07566cd7ddf348
45313,15,1238,45313,8,768,45313,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.6428571428573,6407.55105753712,15088,0,6473.285714285714,8032.905819487859,15088,0,7552.166666666667,8224.216592883888,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,671dc67a7b62a4a0
60317,247,16589,60316,123,9149,60317,124,7440,60,67.16194331983816,7.340588318286411,76,60,74.38211382113822,1.9898114467194947,76,60,60.0,0.0,60,0,245.19105691056905,429.69111839298847,1025,2,494.3934426229508,499.8753325138368,1025,0,490.382113821138,499.83096356316184,1025,0,0,247,124,0,0,0,123,123,0,0,0,124,1,0,0,edge1,ddos_edge1_8000,attack_capture,5e6cecba31b3f69d
45317,15,1237,45317,8,767,45317,7,470,66,82.46666666666668,42.38238627857882,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.928571428571,6407.227799245831,15088,0,6473.857142857143,8031.14243489205,15088,0,7552.833333333334,8223.132357360344,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,a844f27a93af950c
45311,15,1238,45311,8,768,45311,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.5,6407.983791274036,15088,0,6473.0,8033.788438007728,15088,0,7551.833333333334,8225.665259823467,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,0020df791555f918
45295,15,1236,45295,8,766,45295,7,470,66,82.39999999999999,42.394069666135415,234,66,95.75,56.126769778014896,234,66,67.14285714285714,3.0237157840738176,74,0,3235.357142857142,6411.0933977711675,15085,0,6470.714285714286,8039.611634780329,15085,0,7549.166666666667,8233.270733230303,15085,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,8218b625acf61ca0
45309,15,1235,45309,8,765,45309,7,470,66,82.33333333333333,42.38879007248879,234,66,95.625,56.152693613040505,234,66,67.14285714285714,3.0237157840738176,74,0,3236.357142857143,6408.419097107791,15087,0,6472.714285714286,8034.05077807963,15087,0,7551.5,8226.388047010669,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,252745cb7699d7e0
45314,15,1237,45314,8,767,45314,7,470,66,82.46666666666667,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.714285714286,6407.334864507556,15088,0,6473.428571428571,8032.464957017509,15088,0,7552.333333333333,8223.673842429955,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,e2b79951f4ab2a71
254,3,306,254,2,183,0,1,123,60,102.0,36.373066958946424,123,60,91.5,44.54772721475249,123,123,123.0,0.0,123,82,127.0,63.63961030678928,172,254,254.0,0.0,254,0,0.0,0.0,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,edge1,ddos_edge1_8000,attack_capture,9eaa0aed377cf4da
45321,15,1235,45321,8,765,45321,7,470,66,82.33333333333331,42.402268582616905,234,66,95.625,56.17304259416357,234,66,67.14285714285714,3.0237157840738176,74,0,3237.2142857142853,6406.542331309233,15088,0,6474.428571428572,8029.688783033932,15088,0,7553.5,8221.323682960061,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,22f5a3dc676b3659
45310,15,1237,45310,8,767,45310,7,470,66,82.46666666666668,42.38238627857883,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.428571428571,6408.382343753864,15088,0,6472.857142857143,8033.920098112573,15088,0,7551.666666666666,8226.208717669802,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,2e74621587d68e8d
45293,15,1238,45293,8,768,45293,7,470,66,82.53333333333333,42.389127087474854,234,66,96.0,56.05099718751028,234,66,67.14285714285714,3.0237157840738176,74,0,3235.214285714286,6411.350369924738,15084,0,6470.428571428572,8039.877856807338,15084,0,7548.833333333334,8233.998164116061,15084,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,1e250f059ff98871
45309,15,1237,45309,8,767,45309,7,470,66,82.46666666666668,42.38238627857882,234,66,95.875,56.07504537925685,234,66,67.14285714285714,3.0237157840738176,74,0,3236.357142857143,6408.596865595017,15087,0,6472.714285714286,8034.360557718864,15087,0,7551.5,8226.748051326234,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,384cc1129dbd9433
45322,15,1239,45322,8,769,45322,7,470,66,82.60000000000001,42.37890310722339,234,66,96.125,56.001116060307226,234,66,67.14285714285714,3.0237157840738176,74,0,3237.285714285714,6406.324500397682,15088,0,6474.571428571428,8029.24502173446,15088,0,7553.666666666667,8220.777327398346,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,8f750be6b8f9bc5b
45315,15,1238,45314,8,768,45315,7,470,66,82.53333333333333,42.372273054552124,234,66,96.0,56.02550439627602,234,66,67.14285714285714,3.0237157840738176,74,0,3236.785714285714,6407.294426950143,15088,0,6473.428571428571,8032.462218131766,15088,0,7552.5,8223.853835033791,15089,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,ce32b375bec7ae67
45325,15,1237,45325,8,767,45325,7,470,66,82.46666666666668,42.40092092441029,234,66,95.875,56.103062050378064,234,66,67.14285714285714,3.0237157840738176,74,0,3237.5,6401.377480968151,15059,0,6475.0,8020.489906067667,15059,0,7554.166666666667,8210.436295755948,15059,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,d70f7f0632174997
45321,15,1237,45321,8,767,45321,7,470,66,82.46666666666667,42.39923629141494,234,66,95.875,56.10051565843987,234,66,67.14285714285714,3.0237157840738176,74,0,3237.214285714286,6406.359870995641,15088,0,6474.428571428571,8029.998606416294,15089,0,7553.5,8221.323682960061,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,a0f14efbee846826
45309,15,1238,45309,8,768,45309,7,470,66,82.53333333333333,42.389127087474854,234,66,96.0,56.05099718751027,234,66,67.14285714285714,3.0237157840738176,74,0,3236.357142857143,6408.417608681003,15087,0,6472.714285714286,8034.361180045902,15088,0,7551.5,8226.75106588257,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,fd751979b7e078e0
45319,15,1238,45319,8,768,45318,7,470,66,82.53333333333333,42.389127087474854,234,66,96.0,56.05099718751028,234,66,67.14285714285714,3.0237157840738176,74,0,3237.0714285714284,6406.613163386308,15088,0,6474.142857142857,8030.258016373062,15088,0,7553.0,8222.22663273155,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,4ccd91dffd382889
45307,15,1238,45307,8,768,45307,7,470,66,82.53333333333333,42.389127087474854,234,66,96.0,56.05099718751027,234,66,67.14285714285714,3.0237157840738176,74,0,3236.2142857142853,6408.670199017907,15087,0,6472.428571428572,8034.930965418907,15087,0,7551.166666666667,8227.109222969308,15087,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,db91005c30b72b9e
40553,23,1997,40436,11,960,40541,12,1037,66,86.82608695652175,20.422029491153648,109,66,87.27272727272728,20.367085746816645,105,66,86.41666666666666,21.368874277293784,109,0,1843.3181818181815,5870.426936582118,19980,0,4043.6,8462.507944522778,20100,0,3685.5454545454545,8078.09399999327,20035,0,0,23,12,0,0,0,11,6,0,0,0,12,6,0,0,edge1,ddos_edge1_8000,attack_capture,7da7cd2a964064a5
45322,15,1236,45322,8,766,45322,7,470,66,82.39999999999999,42.394069666135415,234,66,95.75,56.126769778014896,234,66,67.14285714285714,3.0237157840738176,74,0,3237.285714285714,6406.503467673976,15088,0,6474.571428571428,8029.554405593187,15088,0,7553.666666666667,8221.139937178217,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,7bd5cbf311fcf8c8
45314,15,1236,45314,8,766,45314,7,470,66,82.4,42.39238476087758,234,66,95.75,56.12422446171147,234,66,67.14285714285714,3.0237157840738176,74,0,3236.714285714286,6407.512206880193,15088,0,6473.428571428571,8032.771519576185,15088,0,7552.333333333333,8224.032944162289,15088,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,04c818ff9eaf2b2c
45320,15,1236,45320,8,766,45320,7,470,66,82.39999999999999,42.39238476087758,234,66,95.75,56.12422446171147,234,66,67.14285714285714,3.0237157840738176,74,0,3237.1428571428573,6406.757164325597,15089,0,6474.285714285714,8030.130316798221,15089,0,7553.333333333333,8221.863941142949,15089,0,0,14,6,0,0,0,7,6,0,0,0,7,0,0,1,edge1,ddos_edge1_8000,attack_capture,16e71ac7635d007d
